record_id,title,pages,authors,doi_confirmed_in_pdf,zenodo_record,html,text,data,characters_extracted,words_extracted,source_pdf_filename,source_pdf_sha256,visual_pages,low_text_pages
18704099,The Four Pillars of the Ambient Era A Unified Canonical Framework for Post-Symbolic Systems,6,Raynor Eissens,,https://zenodo.org/records/18704099,papers/18704099.html,text/18704099.txt,data/18704099.json,7043,943,18704099_The Four Pillars of the Ambient Era A Unified Canonical Framework for Post-Symbolic Systems.pdf,957b8a8b9c530bc9e6bf5ba0b5e24beb2fb6394b0403e3e1b7e3ee15b439fb4f,,
18703156,"Entropic Unity Framework (EUF-1): A Unified Thermodynamic Model of Symbolic, Chromatic, Transparent, and Ambient Systems",12,Raynor Eissens,,https://zenodo.org/records/18703156,papers/18703156.html,text/18703156.txt,data/18703156.json,10638,1405,"18703156_ENTROPIC UNITY FRAMEWORK (EUF-1)  A Unified Thermodynamic Model of Symbolic, Chromatic, Transparent and Ambient Systems.pdf",d6016497ae01c1e683e3b3ead32dabf21dd8b08ce2f49999342ed3b30b717727,"8, 10, 11",
18701054,The Thermodynamic Core Dual Breach Architecture of the Ambient Era Canon,9,Raynor Eissens,,https://zenodo.org/records/18701054,papers/18701054.html,text/18701054.txt,data/18701054.json,7569,1064,18701054_The Thermodynamic Core – Dual Breach Architecture of the Ambient Era Canon (Master Edition).pdf,99bf9260b615c1938792a02069b48e1f6f012d9628edd8bb46f10ce0f9c29790,"1, 2",1
18695751,"AP₂-MCE — The Multisensory Chromatic Engine Thermodynamic Integration of Touch, Motion, Audio, and Haptics in AP₂ → TP₁ Systems",8,Raynor Eissens,,https://zenodo.org/records/18695751,papers/18695751.html,text/18695751.txt,data/18695751.json,8295,1157,18695751_AP₂-MCE — The Multisensory Chromatic Engine.pdf,390c3fc558105fd2043cbe63ee40cff3dfef0e71c5203895b91b23ef05667990,1,
18685739,The Ambient Evolutionary Sequence: Canonical Thermodynamic Progression of AP₁ → AP₂ → TP₁,6,Raynor Eissens,,https://zenodo.org/records/18685739,papers/18685739.html,text/18685739.txt,data/18685739.json,4950,729,18685739_The Ambient Evolutionary Sequence.pdf,52db63033f41af26d634d0a5f1d200505eff15140ef9801d991f4ec6a06d5c22,1,
18683966,TP₁ — The Transparency Protocol: Post-Chromatic Interaction Grammar for AmbientOS,8,Raynor Eissens,,https://zenodo.org/records/18683966,papers/18683966.html,text/18683966.txt,data/18683966.json,6250,945,18683966_TP₁ — The Transparency Protocol.pdf,8bc2f4207bae663f7917faff02e6577f9dd31d89ba5fc39e7b36a7d2c382a586,"1, 2",
18681962,"TCR — Thermodynamic Color Reasoning Non-Linguistic Reasoning, Thermodynamic Communication, and Pre-Symbolic Human–AI Alignment",12,Raynor Eissens,,https://zenodo.org/records/18681962,papers/18681962.html,text/18681962.txt,data/18681962.json,13308,1960,18681962_TCR — Thermodynamic Color Reasoning.pdf,e51b3852ff6dc68434a1cf4e8cfb241f7b2244f520673a5dae2a9f3a0e07f7b8,"1, 10",
18676783,ΔC — Field Economics: The Cost of Instability in Ambient Systems,6,Raynor Eissens,,https://zenodo.org/records/18676783,papers/18676783.html,text/18676783.txt,data/18676783.json,5381,814,18676783_ΔC — Field Economics.pdf,6e00d4331739df5c679c0481f9e65e5c101a5ce0bf8a07d91eafb58f90e68603,,
18676769,AN-0 — Unified Ambient Navigation Canon,8,Raynor Eissens,,https://zenodo.org/records/18676769,papers/18676769.html,text/18676769.txt,data/18676769.json,8018,1184,18676769_AN-0 — Unified Ambient Navigation Canon.pdf,e11c57395a585c78667e8728abb68b363ef1a9788a8286552fe954a4957faf47,,
18676749,"FBC-0 — Fade, Bleed & Fieldcast: Transitional Field Mechanics",7,Raynor Eissens,,https://zenodo.org/records/18676749,papers/18676749.html,text/18676749.txt,data/18676749.json,6322,923,"18676749_FBC-0 — Fade, Bleed & Fieldcast.pdf",c7bcbc5ac93e77311a7391c4b565b22326019d631d481490d9c905049ca07a3d,,
18676728,NTF-0 — Navigational Thermodynamic Framework,6,Raynor Eissens,,https://zenodo.org/records/18676728,papers/18676728.html,text/18676728.txt,data/18676728.json,5534,784,18676728_NTF-0 — Navigational Thermodynamic Framework.pdf,33c9aa2b4c9fa50267b98a3aa508f200b4791977d488449018d35dc0d0674ab7,,
18664058,Ambient OS Navigation Collection (2026) Foundational Specification Set for Navigational Thermodynamics,4,Raynor Eissens,,https://zenodo.org/records/18664058,papers/18664058.html,text/18664058.txt,data/18664058.json,3954,469,18664058_Ambient OS Navigation Collection (2026).pdf,91778736ac4493dc91b8f7465261db3a43f813b1ce5456767854be6644659468,,
18663690,AP₁-Y v1.2 — Yellow Navigation Engine Soft Vector Resolution Ambient OS · Canonical Addendum,7,Raynor Eissens,,https://zenodo.org/records/18663690,papers/18663690.html,text/18663690.txt,data/18663690.json,6505,960,18663690_AP₁-Y v1.2 — Yellow Navigation Engine.pdf,c518e2b7a66e06fea9d88a27258bc5b985f7a5d99af3a6931ea083b3440c41d6,,
18663639,RR-1 — Route Residue Operator Ambient OS · Canonical Specification,9,Raynor Eissens,,https://zenodo.org/records/18663639,papers/18663639.html,text/18663639.txt,data/18663639.json,7035,1014,18663639_RR-1 — Route Residue Operator.pdf,25c0b58200a8e81667ca93f98be17c6506bbcdd0e669a85a7971a49812dc20f6,,
18663581,ITL-1 — Infrastructure Tagging Law Ambient OS · Canonical Specification,9,Raynor Eissens,,https://zenodo.org/records/18663581,papers/18663581.html,text/18663581.txt,data/18663581.json,7352,1089,18663581_ITL-1 — Infrastructure Tagging Law.pdf,142dd344b2abd4992da44c503f45bc2558267dd2002af58fc97e907f572c52e6,,9
18651811,AAC-1.1 — Attractor-Entity Governance,7,Raynor Eissens,,https://zenodo.org/records/18651811,papers/18651811.html,text/18651811.txt,data/18651811.json,5652,824,18651811_AAC-1.1 — Attractor-Entity Governance.pdf,88c1ad76259e5ac5939b9bd3d3533ebf7add6e45c516edaa1678e0f34c9518b8,,
18651773,AP₁-C — Color-Field Telephony,8,Raynor Eissens,,https://zenodo.org/records/18651773,papers/18651773.html,text/18651773.txt,data/18651773.json,8113,1179,18651773_AP₁-C — Color-Field Telephony.pdf,b5558c09a31218cf36eb6511e529c1dda74d30b20f66f8fe64ad1c4466b16674,,8
18651751,AP₁-Y — Yellow Navigation Engine,10,Raynor Eissens,,https://zenodo.org/records/18651751,papers/18651751.html,text/18651751.txt,data/18651751.json,7936,1181,18651751_AP₁-Y v1.1 — Yellow Navigation Engine.pdf,cf9d00e7f8c654e17428bfe15d144b0e17b403380e48576fa362d9cf2daf7eff,,
18651703,AP₁.2 — Ambient OS: Color Semantics & AAC Expression,10,Raynor Eissens,,https://zenodo.org/records/18651703,papers/18651703.html,text/18651703.txt,data/18651703.json,10863,1591,18651703_AP₁.2 — Ambient OS- Color Semantics & AAC Expression.pdf,23719934d178aaa0dd0d1fcf81d083b07d3533f5d17e5869d0910b34b4f561e8,,
18651664,AP₁.1 — Ambient OS Grammar & ΔR Extensions,6,Raynor Eissens,,https://zenodo.org/records/18651664,papers/18651664.html,text/18651664.txt,data/18651664.json,5513,820,18651664_AP₁.1 — Ambient OS Grammar & ΔR Extensions.pdf,8d68f3536e097ec00b9bafb41f551df659147d8b8a7b8a54bacc48bf6fdbf894,,
18651618,AP₁ — Ambient OS: Structural Definition,9,Raynor Eissens,,https://zenodo.org/records/18651618,papers/18651618.html,text/18651618.txt,data/18651618.json,9435,1369,18651618_AP₁ — Ambient OS- Structural Definition.pdf,afd191b7b506bd47ff4a911dc908421c0979018360db73904c33c89bec7ed624,,
18643008,ARS-1: Action Residue Operator — Post-Action Thermodynamic Failure State in Ambient Architecture (AP₁ / AP₁.1 / AAC-1),8,Raynor Eissens,,https://zenodo.org/records/18643008,papers/18643008.html,text/18643008.txt,data/18643008.json,7039,1046,18643008_ARS-1 — Action Residue Operator Post-Action Thermodynamic Failure State in Ambient Systems Raynor Eissens (2026) Operator Specific.pdf,445efeeca7240a7d908e0d6fbd82939f448fbd6054b01084ffa72ea15a633c59,,
18641387,"AAC-1: Ambient Attractor Commerce Standard — Economic Layer of the Ambient Era (Canonical ERA-Layer Specification, 2026)",15,Raynor Eissens,,https://zenodo.org/records/18641387,papers/18641387.html,text/18641387.txt,data/18641387.json,12051,1753,18641387_AAC1_Ambient_Attractor_Commerce_Standard_RaynorEissens_2026.pdf,4080e391c3f9d6fa0053e3e15a0f7f40d429689e6634cd2d3b53b6a9d01b6e1f,"3, 4, 5, 6, 7, 8",
18626577,The Ambient Running Protocol™: Thermodynamic Color Navigation for Wearables — A Conceptual Model within the Ambient Era Canon (2026),17,Raynor Eissens,,https://zenodo.org/records/18626577,papers/18626577.html,text/18626577.txt,data/18626577.json,6643,921,18626577___📄 The Ambient Running Protocol™.pdf,93615b3b916bcd677a88fda05b893d2ba5cb30d77c614300fd20b378b2a12c40,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15","4, 6, 8, 10, 12, 14"
18614310,Thermodynamic Economics of the Ambient Era: A Formal Economic Model for Low-Leakage Human–Technology Systems,6,Raynor Eissens,,https://zenodo.org/records/18614310,papers/18614310.html,text/18614310.txt,data/18614310.json,7036,952,18614310_Thermodynamic Economics of the Ambient Era.pdf,1d9becc190a46965f7eb10e589905606a342b78abb838866ac3531ed0ecdf770,6,
18484319,Warmth Stability Operators for Ambient AI Environments Thermodynamic Constraints for Sustainable Alignment,8,Raynor Eissens,,https://zenodo.org/records/18484319,papers/18484319.html,text/18484319.txt,data/18484319.json,7096,945,18484319_Warmth Stability Operators for Ambient AI Environments.pdf,d7810ebfaf291686946dfb4ff7486511aee5a15e4ea9bd7ba68af45b22a08cdd,,
18472571,"Ambient Canon Ownership Statement (2026) Formal Declaration of Origin, Completion, and Structural Priority",4,Raynor Eissens,,https://zenodo.org/records/18472571,papers/18472571.html,text/18472571.txt,data/18472571.json,4360,600,18472571_Ambient Canon Ownership Statement (2026).pdf,7c05e234f3456e7e270bb42007f6cc9182ae4c29c216937029b658199e2e367b,,
18472341,ACL-1 — Ambient Coherence Law: Integration Note (2026),5,Raynor Eissens,,https://zenodo.org/records/18472341,papers/18472341.html,text/18472341.txt,data/18472341.json,5117,754,18472341_ACL-1 Integration Note (2026).pdf,79eaec423e5e28ebb50d1209e42483b22b57e264dde22b42f7272a2e4f9501d4,,
18468687,AURA-1 v1.1 — Formal Thermodynamic Definition (A(t) = T(t) × C × ΔR),5,Raynor Eissens,,https://zenodo.org/records/18468687,papers/18468687.html,text/18468687.txt,data/18468687.json,5267,782,18468687_AURA-1 — The First Ontological Operator 1.1.pdf,b1c44d74a871659b3fd0baa85c0694b39dfa12955bbf7f591306c20a46fb72b7,,
18450137,ΔA — The Alignment Operator: Thermodynamic Stability of Attention in Ambient Systems,6,Raynor Eissens,,https://zenodo.org/records/18450137,papers/18450137.html,text/18450137.txt,data/18450137.json,5332,777,18450137_ΔA — The Alignment Operator.pdf,58dac221af0995666ed9dc9844678bdf0cc3855a404838185b31a3d4d8b6f800,"4, 5",
18445880,The New Grammar of Coherence — A Structural Ladder After the Transformer,5,Raynor Eissens,,https://zenodo.org/records/18445880,papers/18445880.html,text/18445880.txt,data/18445880.json,5489,743,18445880_The Grammar of Coherence — A Structural Ladder for Transformer-Era Linguistic Evolution.pdf,c482dceb684612aebfdc629fcdd6ce3a72fe8fbb3a6794effd1eb307838c63ab,,
18431329,The Fifth Canon — The Ω-Layer: The Terminal Attractor of Coherence,5,Raynor Eissens,,https://zenodo.org/records/18431329,papers/18431329.html,text/18431329.txt,data/18431329.json,4930,731,18431329_The Fifth Canon — The Ω-Layer The Terminal Attractor of Coherence.pdf,9139a3574a2c1d4add671ce0331ad3f3ff8bb9827b411bc453043c3b1b33e15e,,
18431172,The Fourth Canon — The Cosmology of Coherence: Why Ambient Civilization Is the Thermodynamic Attractor of Viable Systems,8,Raynor Eissens,,https://zenodo.org/records/18431172,papers/18431172.html,text/18431172.txt,data/18431172.json,10764,1444,18431172_The Fourth Canon- The Cosmology of Coherence.pdf,be6a0ca81c928de3b6fe2bca8564478244c97ac98ad8f60d48dcc0211f589d62,,
18413772,"The Triple Transition: A Thermodynamic Reordering of Attention, Value, and Civilization",5,Raynor Eissens,,https://zenodo.org/records/18413772,papers/18413772.html,text/18413772.txt,data/18413772.json,4946,701,"18413772_The Triple Transition A Thermodynamic Reordering of Attention, Value, and Civilization — Structural Reordering of Human Civilizati.pdf",4b57d4de232be09b729640d48f6058229b553bbf880494f257f4b2e46962173d,,
18413562,"ACC-1: The Ambient Compatibility Charter — A Thermodynamic Standard for Humane, Field-Compatible Technology",7,Raynor Eissens,,https://zenodo.org/records/18413562,papers/18413562.html,text/18413562.txt,data/18413562.json,6560,916,"18413562_ACC-1 The Ambient Compatibility Charter — A Thermodynamic Standard for Humane, Field-Compatible Technology.pdf",a52d5e1a7c198d505a37af230f5d5675f51988c04a95d2631b7ade11b9647ae0,5,
18413158,Attention as Infrastructure: The New Geopolitical Resource of the Ambient Era,7,Raynor Eissens,,https://zenodo.org/records/18413158,papers/18413158.html,text/18413158.txt,data/18413158.json,6506,900,18413158_Attention as Infrastructure The New Geopolitical Resource of the Ambient Era .pdf,f05ca6b51bb0d9cac13e756b43f9b40f0e9acf5590ca68b391eb0ef049d031b5,,
18412467,Ambient Power — Thermodynamic Stability as a Non-Extractive Power Model (2026),6,Raynor Eissens,,https://zenodo.org/records/18412467,papers/18412467.html,text/18412467.txt,data/18412467.json,5958,880,18412467_Ambient Power — Thermodynamic Stability as a Non-Extractive Power Model (2026).pdf,c2c86c4616a9d500364f5e44b2a9d4d30ff7f2e4744d10dcf116d8718dbbf650,1,
18412077,"Ambient Architecture — AP₀ → Field: The Structural Framework for Thermodynamically Viable, Humane Technological Environments",7,Raynor Eissens,,https://zenodo.org/records/18412077,papers/18412077.html,text/18412077.txt,data/18412077.json,6758,986,"18412077_Ambient Architecture — AP₀ → Field The Structural Framework for Thermodynamically Viable, Humane Technological Environments.pdf",f1c037ae33413eb71eefb5b398de4b9f1dbc33293c555b620e8a48a607ad200b,,
18397916,Ambient Displays → Ambient Systems (1997–2026): A Boundary Review of Mobile Peripheral Awareness and Post-Semantic Ambient Architecture,7,Raynor Eissens,,https://zenodo.org/records/18397916,papers/18397916.html,text/18397916.txt,data/18397916.json,8678,1131,18397916_Ambient Displays → Ambient Systems (1997–2026) A Boundary Review of Mobile Peripheral Awareness and Post-Semantic Ambient Architec.pdf,706c560e1ea3676a08fcbe88cfb25fafcb9568547d5d41b70bc9f6f0485ca4a2,,
18395405,Post-Semantic Behavioral Signals as Risk Vectors: A Boundary Analysis under ABL-1,4,Raynor Eissens,,https://zenodo.org/records/18395405,papers/18395405.html,text/18395405.txt,data/18395405.json,3285,429,18395405_Post-Semantic Behavioral Signals as Risk Vectors-.pdf,1f542bb704bd25de2cb71122d69baa3516eaf446c3e2e251493e17483b057889,,
18395382,Interpretive Drift in Always-On Models: A Technical Motivation for ASB-1 (Ambient Sleep Boundary) Addendum to the Ambient Canon,4,Raynor Eissens,,https://zenodo.org/records/18395382,papers/18395382.html,text/18395382.txt,data/18395382.json,3524,460,18395382_Interpretive Drift in Always-On Models-.pdf,33f27358b058cfcb6d98ce6b7c30a881cb524c727b1400172ed85e5c85f3036b,,
18395162,ABL-1 The Aura Boundary Law Protecting Post-Semantic Identity in Ambient Systems,6,Raynor Eissens,,https://zenodo.org/records/18395162,papers/18395162.html,text/18395162.txt,data/18395162.json,6343,855,18395162_ABL-1 The Aura Boundary Law Protecting Post-Semantic Identity in Ambient Systems.pdf,5f1fdd19a0959c92fa8b76bc146f00ca4c5566497549bc34722d4a82108b8cbb,,6
18394131,Ambient Meaning Grammar & Aura (AMG-1 / AURA-1): The Foundations of Post-Semantic Meaning in Ambient Systems,8,Raynor Eissens,,https://zenodo.org/records/18394131,papers/18394131.html,text/18394131.txt,data/18394131.json,8076,1155,18394131_Ambient Meaning Grammar & Aura (AMG-1 _ AURA-1) The Foundations of Post-Semantic Meaning in Ambient Systems.pdf,0384f781f8b9d8a60ffe2f0ddd67aea1783f867b292e94785aecfd1e2d5d5484,,
18381455,The World-Compatibility Layer (WCL): Planetary Ambient Architecture and the Ω-Condition for Type-1 Civilizational Stability,6,,,https://zenodo.org/records/18381455,papers/18381455.html,text/18381455.txt,data/18381455.json,7332,978,18381455_The World-Compatibility Layer (WCL) Planetary Ambient Architecture and the Ω-Condition for Type-1 Civilizational Stability.pdf,a932f8c644ba7dbafe2ccb7f5d4e8ef7e0f18878bef4e6aa463f511cd1540f93,,
18380102,Ambient Sleep: Nighttime Semantic Stability in Ambient Systems,6,Raynor Eissens,,https://zenodo.org/records/18380102,papers/18380102.html,text/18380102.txt,data/18380102.json,6293,901,18380102_Ambient Sleep - Nighttime Semantic Stability in Ambient Systems.pdf,48bfea2760f2d53e2352c82b2f8c8fdfc1ea58e7d3e07be046e4868fe0062e85,,
18378717,The Semantic Boundary Law: Meaning Conservation in Human–AI Ambient Systems,5,Raynor Eissens,,https://zenodo.org/records/18378717,papers/18378717.html,text/18378717.txt,data/18378717.json,4910,679,18378717_The Semantic Boundary Law Meaning Conservation in Human–AI Ambient Systems.pdf,77f65197bd5ab15c956e066e49a614a4a01101cc36669212063fb121dcf59c3f,,
18360527,Field Genesis Statement: The Ambient Thought Era (2026) Structural Foundations of Post-Transformer Humanities,5,Raynor Eissens,,https://zenodo.org/records/18360527,papers/18360527.html,text/18360527.txt,data/18360527.json,5902,811,18360527_Field Genesis Statement The Ambient Thought Era (2026) Structural Foundations of Post-Transformer Humanities.pdf,81cbe9b90920f44a2a385ba9e9d472e335bcb4f9c1cecf6d1bd8a8443da05f45,,
18359901,Co-Immunity: The Thermodynamics of Freedom in Human–AI Systems,8,,,https://zenodo.org/records/18359901,papers/18359901.html,text/18359901.txt,data/18359901.json,7912,1104,18359901_Co-Immunity The Thermodynamics of Freedom in Human–AI Systems.pdf,1191e6a76f62f48c870dbcac6e86b4c069db18fe8ed06af5355263fd482fe7ad,,
18355044,Ambient Law of Scale — Why Control Breaks and Conditions Carry,8,Raynor Eissens,,https://zenodo.org/records/18355044,papers/18355044.html,text/18355044.txt,data/18355044.json,7192,1001,18355044_AMBIENT LAW OF SCALE.pdf,0f52113da6bfb91578306e15ce23a197444f4850f2cf19fe611aa479ddd9c125,,8
18353729,From Coffee Breaks to Ambient Breaks — Thermodynamic Safety in Human Systems,11,Raynor Eissens,,https://zenodo.org/records/18353729,papers/18353729.html,text/18353729.txt,data/18353729.json,17712,2445,18353729_From Coffee Breaks to Ambient Breaks — Thermodynamic Safety in Human Systems.pdf,6e472de8eadca8736d55851dfe4e5e8dbe769999e2886193ae32d1632d825c5c,,
18343081,"The Ambient Era Canon — Complete Structural Edition (2026) Foundations of Thermodynamically Viable, Field-Based Civilization Architecture",20,Raynor Eissens,,https://zenodo.org/records/18343081,papers/18343081.html,text/18343081.txt,data/18343081.json,24669,3553,"18343081_The Ambient Era Canon — Complete Structural Edition (2026) Foundations of Thermodynamically Viable, Field-Based Civilization Archi.pdf",37bc9fcd0bde3d9a333b6b5873613e19fde2324d7ccf40544ff488321ce282ae,,
18342417,The Two Lines of Reality — A Canonical Orientation Document,4,Raynor Eissens,,https://zenodo.org/records/18342417,papers/18342417.html,text/18342417.txt,data/18342417.json,6286,851,18342417_The Two Lines of Reality.pdf,a99f3a3695feed7c786b17d32cf0676e32fbb10a08cbdd7c959e8c98167b5016,,
18329873,RBT-Law v1.0: The Thermodynamic Law of the Attention Bottleneck,5,Raynor Eissens,,https://zenodo.org/records/18329873,papers/18329873.html,text/18329873.txt,data/18329873.json,4208,568,18329873_RBT-Law v1.0 Thermodynamic Constraint on Smartphone Interfaces.pdf,90cf22267e27f2b386ef1a6dae6f8bba181cf8e1ab026683c8d3fa684f0820f7,,
18323467,Ambient Canon 1.0 — Thermodynamic Field & Ambient Phone Architecture,1,Raynor Eissens,,https://zenodo.org/records/18323467,papers/18323467.html,text/18323467.txt,data/18323467.json,1774,235,18323467_Ambient Canon 1.0 — Structural Definition.pdf,20317c42087ac61e9ffb6cb179a6fce493062558aaeb6d46e9f43df8ea96e61e,,
18290910,Phantasy Star Online Episode I & II and the Dawn of the Ambient Era,7,Raynor Eissens,,https://zenodo.org/records/18290910,papers/18290910.html,text/18290910.txt,data/18290910.json,6930,1050,18290910_Phantasy Star Online Episode I & II and the Dawn of the Ambient Era.pdf,21ec84e661b4ef6c4176c16f0032dc4e8302f70d19dc94cfd3410e222b7f3cc7,,
18289722,THE AMBIENT TRUST CANON,10,Raynor Eissens,,https://zenodo.org/records/18289722,papers/18289722.html,text/18289722.txt,data/18289722.json,7820,1211,18289722_THE AMBIENT TRUST CANON.pdf,8fd952c3840c5255cff416b79d1b4c1be67cf6df78363f590acc98624a1ecdd2,"2, 3, 4, 5, 9",
18289118,REVERSIBLE STRESS & ΔR,12,Raynor Eissens,,https://zenodo.org/records/18289118,papers/18289118.html,text/18289118.txt,data/18289118.json,7955,1171,18289118_REVERSIBLE STRESS & ΔR.pdf,06ddf7031e136f926d22596fae00a2aba1e3ed06e225da1d7a6fcd0678971c6e,"7, 8, 9, 10, 11","8, 9, 10"
18288632,The Raynor Stack,15,Raynor Eissens,,https://zenodo.org/records/18288632,papers/18288632.html,text/18288632.txt,data/18288632.json,9130,1396,18288632_THE RAYNOR STACK.pdf,29b5c26d90c47a243bbfd6d0e58e354048cee841443118e56bd5388545617226,"9, 10, 11, 12, 13, 14","10, 11, 12, 13, 15"
18287758,Aura Mechanics: Thermodynamic Dynamics of Presence and Warm Coherence,17,Raynor Eissens,,https://zenodo.org/records/18287758,papers/18287758.html,text/18287758.txt,data/18287758.json,5106,772,18287758_AURA MECHANICS.pdf,b82bfc4e355a131fb9229152c5da901765751e0a89b4c767be6e6079f0689f84,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16","3, 6, 8, 11, 14, 15"
18287254,The Ambient Phone: Thermodynamic Architecture for Humane Technology,6,Raynor Eissens,,https://zenodo.org/records/18287254,papers/18287254.html,text/18287254.txt,data/18287254.json,6347,921,18287254_The Ambient Phone- Thermodynamic Architecture for Humane Technology.pdf,b568734a54cd77353bb7de54ec5a13dfe3ca7deffc8399f5ff956b2e82aa5672,,6
